,SK_ID_PREV,SK_ID_CURR,NUM_INSTALMENT_VERSION,NUM_INSTALMENT_NUMBER,DAYS_INSTALMENT,DAYS_ENTRY_PAYMENT,AMT_INSTALMENT,AMT_PAYMENT
386,2559871,168867,0.0,35,-355.0,-370.0,10689.93,10689.93
387,1413592,193876,1.0,12,-1853.0,-1862.0,10332.18,10332.18
388,1294178,197498,0.0,17,-201.0,-208.0,2250.0,2250.0
389,2450349,114268,1.0,2,-2847.0,-2847.0,7455.51,7455.51
390,2178493,127079,1.0,9,-802.0,-800.0,16797.645,16781.805
391,2150419,148475,1.0,6,-326.0,-332.0,7128.135,7128.135
392,1430384,194400,0.0,30,-227.0,-227.0,2.52,2.52
393,2180748,157451,1.0,7,-477.0,-478.0,25416.135,25416.135
394,1229561,152479,1.0,8,-2767.0,-2767.0,9814.5,9814.5
395,1307918,131426,1.0,5,-373.0,-364.0,10481.04,10195.2
396,2755305,108771,0.0,45,-2008.0,-2008.0,577.89,577.89
397,1076286,178299,1.0,3,-355.0,-357.0,10629.72,10629.72
398,1045541,128106,1.0,18,-467.0,-498.0,10652.625,10652.625
399,2824301,171107,1.0,5,-2588.0,-2591.0,3980.115,3980.115
400,1899638,147311,1.0,2,-874.0,-873.0,18071.145,18071.145
401,1776444,125426,0.0,114,-268.0,-268.0,133.74,133.74
402,2473182,117942,1.0,1,-2220.0,-2230.0,2910.87,2910.87
403,2427987,174154,1.0,1,-2340.0,-2351.0,8076.24,8076.24
404,1776446,183428,0.0,73,-1304.0,-1304.0,3375.0,3375.0
405,1919123,177262,1.0,7,-2124.0,-2125.0,3390.345,3390.345
406,1396421,126425,1.0,10,-893.0,-907.0,28113.075,1475.325
407,1887529,155803,1.0,6,-2733.0,-2731.0,8518.86,8493.66
408,2142964,185934,1.0,4,-976.0,-991.0,19054.35,19054.35
409,1969332,102965,1.0,3,-94.0,-110.0,6196.95,6196.95
410,1562523,115553,0.0,59,-1118.0,-1130.0,7875.0,7875.0
411,1226769,148562,1.0,1,-2409.0,-2419.0,6926.805,6926.805
412,2057044,108921,0.0,8,-175.0,-183.0,6145.875,6145.875
413,1003606,188637,0.0,67,-1329.0,-1329.0,110.655,110.655
414,1283700,125328,1.0,7,-849.0,-843.0,25804.8,10350.0
415,1668792,131472,1.0,3,-1680.0,-1682.0,6899.805,6899.805
416,1306145,120731,1.0,1,-221.0,-225.0,17269.83,17269.83
417,1760589,129136,1.0,8,-412.0,-430.0,14325.48,14325.48
418,2105069,160499,0.0,48,-1950.0,-1950.0,1125.0,1125.0
419,1437162,100299,1.0,2,-2323.0,-2293.0,15737.985,0.045
420,2661025,161344,1.0,7,-873.0,-877.0,13174.695,13174.695
421,2043739,180857,1.0,11,-434.0,-439.0,11494.125,11494.125
422,1815604,198365,1.0,6,-119.0,-154.0,30208.365,30208.365
423,1160294,131729,1.0,5,-295.0,-312.0,45227.565,45227.565
424,1469312,158946,0.0,82,-575.0,-575.0,32.805,32.805
425,2396615,185697,1.0,15,-262.0,-271.0,8178.255,8178.255
426,2082594,110096,1.0,1,-2674.0,-2674.0,3953.61,3953.61
427,1276774,160888,0.0,21,-2369.0,-2349.0,6750.0,3375.0
428,2574984,133306,0.0,20,-2604.0,-2604.0,611.415,611.415
429,1285649,192755,0.0,27,-27.0,-37.0,2515.635,2515.635
430,1171515,122382,1.0,1,-515.0,-525.0,44698.68,44698.68
431,1209499,133315,1.0,18,-375.0,-378.0,6430.365,6430.365
432,2640883,128871,0.0,79,-510.0,-510.0,44.1,44.1
433,1687419,129998,0.0,78,-1900.0,-1905.0,4050.0,4050.0
434,1027471,179791,1.0,8,-11.0,-11.0,6667.605,6667.605
435,1562018,102401,0.0,68,-1272.0,-1275.0,4500.0,4500.0
436,1562018,102401,0.0,71,-1250.0,-1250.0,450.0,450.0
437,2307390,162675,3.0,2,-581.0,-592.0,3141.045,3141.045
438,2078079,127195,0.0,14,-1151.0,-1151.0,103.59,103.59
439,2778384,151594,0.0,37,-2430.0,-2430.0,249.03,249.03
440,2270862,145261,1.0,24,-219.0,-227.0,8999.46,8999.46
441,1880116,104181,0.0,34,-162.0,-162.0,509.985,509.985
442,1918950,199875,1.0,8,-328.0,-335.0,13420.08,13420.08
443,1509469,131846,1.0,5,-311.0,-322.0,1359.99,1359.99
444,1698249,137754,1.0,4,-2199.0,-2217.0,4759.785,4759.785
445,2528722,160308,0.0,21,-29.0,-29.0,99.27,99.27
446,1461771,144352,1.0,11,-547.0,-547.0,24092.775,24092.775
447,2056851,187120,1.0,7,-58.0,-63.0,8888.445,8888.445
448,1919778,167544,2.0,4,-1684.0,-1693.0,20631.465,20631.465
449,1382153,152185,1.0,10,-2735.0,-2758.0,5118.57,5118.57
450,2322999,107827,1.0,1,-863.0,-891.0,20865.15,20865.15
451,2714872,157134,1.0,1,-2511.0,-2530.0,2890.71,2890.71
452,1007502,144339,0.0,24,-2693.0,-2693.0,815.13,815.13
453,2070700,171670,0.0,30,-819.0,-819.0,814.815,814.815
454,1376802,104523,0.0,13,-387.0,-387.0,0.225,0.225
455,1368108,173035,1.0,4,-1288.0,-1310.0,3126.42,3126.42
456,2028618,153251,0.0,16,-279.0,-279.0,981.585,981.585
457,2517544,183540,2.0,15,-1274.0,-1281.0,90982.035,90982.035
458,2126371,110125,1.0,6,-153.0,-162.0,9279.405,9279.405
459,2388615,111650,3.0,6,-160.0,-161.0,10498.14,10498.14
460,2508527,151650,1.0,16,-2005.0,-2017.0,27882.765,27882.765
461,1711809,195712,0.0,114,-1369.0,-1369.0,183.015,183.015
462,1905740,167562,1.0,29,-1782.0,-1769.0,21770.64,21139.56
463,2588967,193145,1.0,6,-1388.0,-1387.0,4488.3,4488.3
464,1787560,111112,1.0,3,-593.0,-595.0,27813.825,27813.825
465,1640481,165572,1.0,2,-2107.0,-2147.0,4596.615,4596.615
466,2715870,161740,1.0,9,-468.0,-483.0,51818.94,51818.94
467,2040162,199228,1.0,1,-581.0,-588.0,14202.36,14202.36
468,1369281,107753,1.0,9,-1701.0,-1687.0,5626.71,5406.39
469,1881048,194322,1.0,4,-1246.0,-1260.0,13030.83,13030.83
470,1836015,130712,0.0,3,-430.0,-446.0,9337.14,4500.0
471,1128516,106688,1.0,9,-888.0,-898.0,17961.075,17961.075
472,1111284,180835,1.0,16,-2172.0,-2183.0,13524.885,13524.885
473,2588712,178792,0.0,10,-1268.0,-1268.0,2238.615,2238.615
474,1466275,111588,1.0,8,-559.0,-559.0,12301.965,12301.965
475,2157785,167732,1.0,4,-1897.0,-1899.0,14214.51,14214.51
476,2323485,186909,1.0,8,-1926.0,-1956.0,3716.055,3716.055
477,2174069,189814,1.0,6,-2782.0,-2782.0,17836.2,17836.2
478,1743162,100500,1.0,11,-609.0,-620.0,6213.78,6213.78
479,1811490,140217,2.0,3,-241.0,-267.0,45049.41,45049.41
480,2578286,100736,1.0,9,-1178.0,-1264.0,21231.135,21231.135
481,1446947,149093,1.0,9,-254.0,-265.0,17466.255,17466.255
482,1618822,129283,1.0,17,-861.0,-853.0,4460.355,4372.785
483,1693733,168754,1.0,18,-786.0,-785.0,31309.74,31309.74
484,2789095,151376,0.0,30,-796.0,-796.0,504.0,504.0
485,1464369,163675,0.0,73,-1112.0,-1112.0,491.31,491.31
486,2843090,102004,0.0,21,-2714.0,-2730.0,3375.0,3375.0
487,2552287,188005,1.0,5,-1579.0,-1597.0,6146.325,6093.45
488,1915047,199785,1.0,7,-165.0,-171.0,10310.715,10310.715
489,1027053,195783,1.0,1,-299.0,-329.0,25540.38,25540.38
490,1531613,102806,1.0,8,-1275.0,-1281.0,5252.535,5252.535
491,1087392,120864,1.0,1,-1144.0,-1150.0,15170.85,15170.85
492,2347952,143952,1.0,1,-2456.0,-2466.0,3745.89,3745.89
493,1057623,157294,1.0,9,-541.0,-571.0,3604.455,3604.455
494,1467668,125500,1.0,10,-336.0,-361.0,9831.015,9831.015
495,2231224,165772,1.0,15,-226.0,-226.0,52788.78,52788.78
496,2262993,188651,1.0,6,-1236.0,-1247.0,15848.28,15848.28
497,1137617,138284,1.0,5,-206.0,-212.0,5843.7,5843.7
498,2446539,187549,0.0,22,-1958.0,-1975.0,5625.0,5625.0
499,1243094,133229,0.0,22,-688.0,-688.0,81044.595,81044.595
500,1239635,130416,1.0,5,-518.0,-518.0,12157.2,12157.2
501,1067676,185239,2.0,2,-107.0,-121.0,464369.04,464369.04
502,2281150,126985,0.0,41,-1912.0,-1938.0,9000.0,9000.0
503,1054042,166782,0.0,13,-228.0,-228.0,26.1,26.1
504,2136321,105517,0.0,11,-1924.0,-1931.0,6750.0,6750.0
505,1531713,108935,1.0,1,-1509.0,-1537.0,7139.655,7139.655
506,1459635,170929,1.0,2,-1676.0,-1679.0,5521.14,5521.14
507,1171427,162085,1.0,2,-904.0,-935.0,3221.82,3221.82
508,1595032,185721,1.0,4,-2203.0,-2212.0,10332.18,10332.18
509,2154290,197430,0.0,51,-965.0,-965.0,6718.995,6718.995
510,1766003,198351,1.0,4,-582.0,-586.0,19108.98,19108.98
511,2673507,158970,1.0,5,-2372.0,-2344.0,15710.625,541.215
512,1574081,119672,0.0,48,-191.0,-191.0,36000.0,36000.0
513,2773138,142251,1.0,12,-2199.0,-2203.0,10277.19,10277.19
514,1241722,147853,1.0,10,-2268.0,-2275.0,4642.11,4642.11
515,2712074,121229,1.0,16,-55.0,-70.0,14656.59,14656.59
516,2713005,122198,1.0,2,-1962.0,-1969.0,13170.465,13170.465
517,2203684,148012,1.0,3,-1793.0,-1813.0,4346.91,4346.91
518,1263649,155329,2.0,6,-920.0,-929.0,137281.545,137281.545
519,1189905,175768,0.0,25,-298.0,-299.0,18662.22,15750.0
520,1622879,139779,1.0,2,-2538.0,-2527.0,2071.71,43.875
521,1572308,136526,0.0,20,-1942.0,-1967.0,9000.0,9000.0
522,2024617,129964,1.0,5,-166.0,-180.0,11002.95,11002.95
523,2617849,179559,0.0,37,-1995.0,-2002.0,3375.0,3375.0
524,1359890,136619,0.0,59,-1779.0,-1785.0,7875.0,7875.0
525,1430396,165423,0.0,72,-659.0,-665.0,13500.0,13500.0
526,1431145,121971,0.0,80,-875.0,-875.0,197.19,197.19
527,1210106,182682,0.0,40,-1708.0,-1711.0,4500.0,4500.0
528,2621984,146636,0.0,16,-27.0,-27.0,31.5,31.5
529,1793030,174736,0.0,19,-622.0,-622.0,6456.555,6456.555
530,1339098,113394,1.0,8,-27.0,-36.0,13494.465,13494.465
531,2806174,113462,1.0,1,-201.0,-212.0,29180.43,29180.43
532,1638831,103130,1.0,5,-1220.0,-1247.0,8944.92,8944.92
533,1628636,161366,1.0,5,-844.0,-845.0,3116.52,3116.52
534,1234280,195360,1.0,3,-1923.0,-1939.0,21592.8,21592.8
535,1541175,108083,1.0,3,-1062.0,-1063.0,7379.145,7379.145
536,1267115,177490,0.0,44,-22.0,-22.0,1.575,1.575
537,1987286,159378,1.0,11,-594.0,-597.0,7677.585,7677.585
538,2204094,102617,1.0,5,-960.0,-943.0,10920.96,116.01
539,2574354,182384,1.0,6,-2581.0,-2584.0,42032.295,41868.45
540,1135672,129858,3.0,27,-104.0,-104.0,23979.06,23979.06
541,1111392,161353,1.0,6,-265.0,-271.0,19643.535,19643.535
542,2833829,198013,1.0,6,-1582.0,-1588.0,27083.79,27083.79
543,2394566,122714,1.0,9,-9.0,-9.0,7360.02,7360.02
544,1162588,156897,0.0,27,-653.0,-653.0,375.975,375.975
545,1561469,166292,1.0,3,-2548.0,-2569.0,4678.515,4678.515
546,1675391,188417,1.0,7,-1513.0,-1543.0,4288.05,4288.05
547,1285759,116102,2.0,20,-58.0,-61.0,19291.32,19291.32
548,1816303,134909,1.0,12,-1260.0,-1269.0,38263.5,38263.5
549,2504732,189405,3.0,11,-772.0,-783.0,11674.08,11674.08
550,2468706,182353,1.0,3,-1857.0,-1862.0,5424.93,5424.93
551,2775876,162780,1.0,1,-516.0,-520.0,11239.2,11239.2
552,2015429,145509,0.0,31,-163.0,-163.0,26563.095,26563.095
553,2469688,154026,1.0,13,-584.0,-611.0,11054.79,7615.89
554,2028637,174321,1.0,17,-2132.0,-2127.0,8462.16,8164.53
555,1449817,161434,1.0,4,-433.0,-465.0,9907.65,9907.65
556,2768123,196111,0.0,4,-153.0,-169.0,2250.0,2250.0
557,2505160,144253,1.0,20,-2094.0,-2096.0,2526.03,2526.03
558,2751814,117049,1.0,2,-337.0,-354.0,15469.47,15469.47
559,1475145,128000,1.0,2,-533.0,-542.0,22831.245,22831.245
560,2404944,153489,0.0,19,-29.0,-42.0,20259.27,20259.27
561,2009727,199108,1.0,6,-26.0,-26.0,14815.62,14815.62
562,1010082,169874,1.0,7,-1397.0,-1401.0,12864.69,12864.69
563,1766976,104206,1.0,14,-2433.0,-2444.0,9643.365,9493.785
564,2474505,176020,1.0,4,-1038.0,-1044.0,15449.67,15449.67
565,1361046,188592,0.0,60,-150.0,-150.0,279.99,279.99
566,2130575,159043,1.0,3,-674.0,-690.0,10470.015,10470.015
567,2681498,183090,1.0,11,-396.0,-432.0,5333.985,5333.985
568,1096168,165559,1.0,9,-2061.0,-2094.0,6942.465,6.21
569,2131103,154511,1.0,5,-1313.0,-1332.0,5970.42,5970.42
570,1463492,106092,1.0,1,-2442.0,-2467.0,6374.025,6374.025
571,1463863,123741,1.0,1,-406.0,-432.0,21022.92,135000.0
572,1463863,123741,2.0,1,-406.0,-432.0,113977.08,135000.0
573,1724723,157105,1.0,1,-1109.0,-1134.0,5428.35,5400.0
574,2784868,198376,2.0,7,-1138.0,-1147.0,14663.835,14663.835
575,1817729,131978,1.0,9,-1531.0,-1545.0,11897.82,11897.82
576,1683530,128039,0.0,156,-385.0,-415.0,161.19,161.19
577,1660212,104702,1.0,1,-2625.0,-2625.0,3839.715,3839.715
578,2773636,186770,0.0,80,-718.0,-718.0,203.94,203.94
579,2801383,100266,0.0,42,-58.0,-58.0,3.825,3.825
580,2038813,173549,0.0,47,-2195.0,-2195.0,291.915,291.915
581,2659461,148893,1.0,5,-506.0,-553.0,4193.415,4193.415
582,2116938,110546,1.0,4,-2842.0,-2842.0,5291.46,5278.005
583,1248774,105052,0.0,50,-2194.0,-2194.0,100.62,100.62
584,1672368,165986,1.0,2,-408.0,-415.0,14306.04,14306.04
585,1598083,161883,0.0,1,-866.0,-866.0,11250.0,11250.0
586,2679201,120438,1.0,8,-49.0,-58.0,16204.185,16204.185
587,2274513,193802,1.0,22,-840.0,-868.0,6111.63,6111.63
588,1517568,197415,0.0,148,-161.0,-161.0,621.72,621.72
589,2567944,188909,0.0,33,-51.0,-59.0,13802.31,13802.31
590,2083745,112893,1.0,6,-1923.0,-1939.0,5485.05,5485.05
591,1161011,104441,1.0,2,-1280.0,-1286.0,24225.21,24225.21
592,1492617,166289,0.0,28,-2563.0,-2569.0,19.35,19.35
593,2451411,133261,1.0,9,-45.0,-56.0,5006.25,5006.25
594,2674351,187945,0.0,44,-1142.0,-1140.0,5625.0,5625.0
595,2635148,182664,1.0,6,-1839.0,-1841.0,8113.455,8113.455
596,2843476,197090,0.0,61,-1165.0,-1165.0,4.365,4.365
597,1752756,161407,0.0,92,-287.0,-287.0,113.265,113.265
598,1589705,194071,1.0,2,-2039.0,-2048.0,5257.8,5257.8
599,1899944,140751,1.0,6,-2848.0,-2850.0,5926.545,5926.545
600,1438685,171750,1.0,1,-89.0,-102.0,3917.7,3917.7
601,1083756,182020,1.0,1,-2230.0,-2245.0,8480.565,8480.565
602,1849628,176679,1.0,4,-104.0,-111.0,7126.065,7126.065
603,2824512,103642,1.0,18,-475.0,-487.0,50026.005,50026.005
604,2831709,170366,1.0,12,-1777.0,-1775.0,15397.29,5404.995
605,2791713,143368,0.0,55,-1525.0,-1525.0,537.975,537.975
606,1380598,141837,1.0,4,-300.0,-311.0,15270.3,15270.3
607,2825059,128092,0.0,5,-730.0,-730.0,20250.0,20250.0
608,2832192,181913,1.0,4,-1375.0,-1448.0,1445.22,1445.22
609,1184859,120279,0.0,15,-932.0,-932.0,1169.64,1169.64
610,1369076,147012,1.0,2,-310.0,-340.0,4474.125,4474.125
611,1050367,199227,0.0,39,-2673.0,-2685.0,4050.0,4050.0
612,1060607,128254,1.0,7,-1707.0,-1732.0,8469.9,8334.9
613,1156733,151664,0.0,56,-477.0,-477.0,428.895,428.895
614,1812075,140579,1.0,5,-233.0,-316.0,10018.935,10018.935
615,1365667,128412,0.0,13,-609.0,-609.0,28.395,28.395
616,1315534,109920,0.0,30,-2694.0,-2694.0,545.04,545.04
617,2682210,156490,1.0,1,-1106.0,-1118.0,6920.28,6920.28
618,2697102,136498,1.0,2,-2741.0,-2779.0,8103.96,8103.96
619,2835025,111831,1.0,2,-681.0,-678.0,24303.15,24165.18
620,1944646,166574,1.0,8,-776.0,-804.0,14584.905,14584.905
621,1262015,180982,0.0,21,-327.0,-329.0,8550.315,8550.315
622,2383138,165894,1.0,4,-1454.0,-1460.0,4003.785,4003.785
623,1130922,171565,0.0,16,-2603.0,-2603.0,4500.0,4500.0
624,2436350,177332,1.0,10,-616.0,-619.0,54542.07,54542.07
625,2354932,151037,0.0,38,-2435.0,-2435.0,2250.0,2250.0
626,2552570,148330,1.0,4,-298.0,-303.0,42011.235,42011.235
627,2742284,198934,1.0,1,-1810.0,-1817.0,5170.23,5170.23
628,1947158,118657,1.0,2,-1319.0,-1326.0,27444.915,27444.915
629,1032208,141198,1.0,7,-238.0,-248.0,14070.15,14070.15
630,2547594,100600,1.0,9,-1797.0,-1798.0,9097.425,9097.425
631,1720935,176364,1.0,15,-174.0,-192.0,61192.53,61192.53
632,2114036,141862,2.0,3,-858.0,-871.0,1028059.695,1028059.695
633,1108871,150173,1.0,6,-228.0,-231.0,14238.99,14238.99
634,2496462,185192,1.0,18,-181.0,-194.0,11915.1,11915.1
635,1238405,145204,1.0,1,-433.0,-435.0,63031.365,63031.365
636,1188985,118178,0.0,103,-730.0,-730.0,450.0,450.0
637,2409148,139834,1.0,12,-887.0,-889.0,25623.54,25623.54
638,1312494,141050,1.0,1,-484.0,-493.0,16943.76,16943.76
639,2083309,154399,3.0,3,-771.0,-770.0,11841.3,11841.3
640,1810436,193512,1.0,2,-1446.0,-1461.0,15113.07,15113.07
641,2664977,100187,1.0,24,-1070.0,-1071.0,10281.87,10281.87
642,1561761,107896,1.0,3,-210.0,-226.0,20554.335,20554.335
643,1391340,123998,1.0,24,-813.0,-838.0,8835.12,1078.83
644,2791195,151930,1.0,1,-2586.0,-2593.0,6779.25,6779.25
645,1556101,159144,1.0,6,-332.0,-348.0,29650.59,29650.59
646,2154503,103412,0.0,28,-2375.0,-2375.0,401.355,401.355
647,1307397,106918,1.0,7,-93.0,-98.0,7083.945,7083.945
648,2730847,181570,1.0,8,-2396.0,-2412.0,15750.315,15750.315
649,2408203,146426,0.0,5,-207.0,-207.0,329.67,329.67
650,2034815,158664,1.0,12,-1092.0,-1119.0,4368.69,661.41
651,1118859,157380,1.0,9,-1291.0,-1302.0,5831.145,535.455
652,1244344,180458,1.0,7,-644.0,-659.0,13297.365,13297.365
653,1574055,172626,1.0,9,-452.0,-469.0,9830.97,9830.97
654,2169171,122143,1.0,8,-1146.0,-1148.0,5589.99,5589.99
655,1890263,191059,1.0,12,-1703.0,-1707.0,29063.61,29063.61
656,2559210,165438,1.0,5,-2527.0,-2535.0,3853.26,3853.26
657,1735490,147258,1.0,8,-1725.0,-1727.0,12734.19,12734.19
658,2395692,155850,1.0,7,-955.0,-967.0,3002.85,3002.85
659,2106634,111236,1.0,2,-395.0,-398.0,17841.87,17841.87
660,1697194,196732,0.0,23,-743.0,-743.0,183870.135,183870.135
661,1383990,166541,1.0,10,-210.0,-238.0,25998.93,25998.93
662,2053133,134833,1.0,1,-245.0,-246.0,9897.885,9897.885
663,2588571,152479,0.0,35,-2375.0,-2388.0,5400.0,5400.0
664,1000912,165919,1.0,2,-789.0,-802.0,12863.79,12863.79
665,1643019,166733,1.0,1,-1501.0,-1515.0,3650.04,3650.04
666,2791294,177407,0.0,57,-1450.0,-1450.0,5407.515,5407.515
667,2265994,171908,4.0,22,-293.0,-314.0,333866.88,333866.88
668,1292725,170320,1.0,7,-386.0,-387.0,21231.225,21231.225
669,1187475,104227,1.0,3,-1623.0,-1653.0,9870.075,9870.075
670,1880713,172736,0.0,40,-1423.0,-1423.0,287.64,287.64
671,2356168,149768,1.0,6,-2729.0,-2729.0,2710.35,2710.35
672,1367941,120419,1.0,3,-190.0,-200.0,10702.89,10702.89
673,1469304,181593,0.0,26,-566.0,-584.0,9384.345,11.07
674,2260549,131656,1.0,4,-1576.0,-1581.0,8569.935,8569.935
675,2517184,132870,0.0,54,-936.0,-936.0,198.72,198.72
676,2740963,128715,1.0,25,-925.0,-915.0,8829.405,7235.415
677,1129760,101833,1.0,8,-2455.0,-2470.0,5548.86,5548.86
678,2439026,160734,1.0,23,-111.0,-128.0,53542.26,53542.26
679,2689485,107649,1.0,4,-1946.0,-1968.0,27124.65,27124.65
680,2562655,156210,1.0,20,-34.0,-44.0,4451.76,4451.76
681,2213454,139681,1.0,1,-2104.0,-2119.0,3186.045,3186.045
682,1087742,133404,0.0,180,-657.0,-657.0,33514.65,33514.65
683,1084813,101396,1.0,1,-1892.0,-1908.0,4596.615,4596.615
684,2783710,163640,0.0,24,-13.0,-13.0,42750.0,42750.0
685,1374147,139517,0.0,79,-1013.0,-1016.0,3375.0,3375.0
686,2589214,130281,0.0,8,-479.0,-479.0,8.73,8.73
687,1084469,116792,0.0,29,-2270.0,-2270.0,235.755,235.755
688,1673874,172811,1.0,4,-381.0,-399.0,55956.06,226894.275
689,1673874,172811,2.0,4,-381.0,-399.0,170938.215,226894.275
690,2565875,189850,1.0,1,-854.0,-858.0,14670.0,14670.0
691,1530765,101660,0.0,13,-662.0,-659.0,9073.89,9073.89
692,2214164,151654,0.0,31,-2244.0,-2244.0,4500.0,4500.0
693,2353177,123346,1.0,2,-277.0,-284.0,10326.195,10326.195
694,2094929,197275,1.0,16,-217.0,-216.0,14875.515,14875.515
695,2491574,149906,1.0,15,-1026.0,-1023.0,21522.915,18193.725
696,1438717,172498,6.0,3,-343.0,-354.0,17876.565,45000.0
697,1438717,172498,5.0,3,-343.0,-354.0,27123.435,45000.0
698,1976391,188252,1.0,3,-302.0,-307.0,2771.01,2771.01
699,1636513,106307,1.0,3,-423.0,-454.0,14351.85,14351.85
700,1466391,156429,1.0,1,-1749.0,-1752.0,4987.125,4987.125
701,1100325,186701,0.0,51,-988.0,-988.0,7028.505,7028.505
702,1958478,125796,0.0,6,-2454.0,-2471.0,6750.0,6750.0
703,1319646,115474,1.0,6,-2132.0,-2133.0,5246.01,5246.01
704,2652409,137444,1.0,2,-375.0,-385.0,43457.085,43457.085
705,1985375,190519,1.0,1,-720.0,-730.0,9175.545,9175.545
706,1158560,177606,1.0,4,-536.0,-538.0,44323.785,44323.785
707,1051731,169189,1.0,5,-267.0,-274.0,17558.01,17558.01
708,2642669,106691,1.0,3,-182.0,-183.0,4577.31,4577.31
709,1137472,113005,1.0,5,-318.0,-318.0,10110.825,10110.825
710,1542993,109436,1.0,7,-156.0,-159.0,10765.89,10765.89
711,2045443,179210,0.0,35,-396.0,-396.0,13521.96,13521.96
712,2720878,189155,0.0,86,-414.0,-433.0,900.0,8.1
713,1690193,113334,1.0,8,-1219.0,-1224.0,4495.545,4495.545
714,1664596,153501,1.0,12,-537.0,-548.0,32352.525,32352.525
715,1785183,118964,0.0,9,-1034.0,-1034.0,6414.795,6414.795
716,1134780,160079,0.0,113,-1152.0,-1152.0,48825.0,48825.0
717,1117486,106906,1.0,7,-723.0,-743.0,5307.345,5307.345
718,2114558,179766,1.0,9,-473.0,-474.0,26474.625,26474.625
719,2414922,108561,0.0,31,-2061.0,-2080.0,4500.0,4500.0
720,2761701,169085,1.0,3,-589.0,-591.0,16181.91,16181.91
721,1562460,199113,0.0,61,-152.0,-152.0,2.115,2.115
722,2539804,105295,0.0,34,-1747.0,-1771.0,13500.0,13500.0
723,1972746,196004,0.0,37,-207.0,-208.0,22132.35,22132.35
724,1891195,114347,0.0,40,-681.0,-681.0,11250.0,11250.0
725,2697039,108580,1.0,12,-744.0,-750.0,5407.38,5407.38
726,2728298,167015,1.0,5,-831.0,-845.0,52999.92,52999.92
727,1189367,105698,1.0,6,-1900.0,-1911.0,9615.735,9615.735
728,1057573,186251,1.0,1,-401.0,-406.0,25454.025,25454.025
729,1941045,157812,1.0,2,-394.0,-394.0,7559.595,7559.595
730,2477227,180650,1.0,6,-1182.0,-1191.0,20289.42,20289.42
731,2209974,196525,1.0,26,-121.0,-122.0,20781.855,20781.855
732,2127568,165701,1.0,10,-1186.0,-1195.0,17753.85,17753.85
733,1221184,197943,1.0,4,-231.0,-240.0,9019.665,9019.665
734,1665756,152181,1.0,3,-1724.0,-1751.0,5315.535,5315.535
735,1880034,199663,2.0,19,-1038.0,-1072.0,26488.8,26488.8
736,1197602,125033,1.0,14,-489.0,-497.0,11336.175,11336.175
737,1095894,109559,1.0,1,-1588.0,-1607.0,7557.57,7557.57
738,1152161,171552,0.0,87,-426.0,-426.0,149.715,149.715
739,2492692,105743,1.0,9,-981.0,-974.0,9628.335,3600.945
740,2181549,121688,1.0,7,-288.0,-309.0,17535.6,17535.6
741,1134028,131012,0.0,45,-1296.0,-1309.0,9000.0,9000.0
742,2102343,185357,0.0,27,-1542.0,-1554.0,9000.0,9000.0
743,1851103,121361,1.0,3,-642.0,-647.0,71031.78,108968.94
744,1851103,121361,2.0,3,-642.0,-647.0,37937.16,108968.94
745,2518343,111973,0.0,16,-262.0,-262.0,5913.135,5913.135
746,1973040,143237,0.0,48,-1277.0,-1277.0,1097.82,1097.82
747,1149847,137112,1.0,7,-189.0,-196.0,29526.795,29526.795
748,1119017,147731,1.0,5,-1415.0,-1416.0,6360.3,6360.3
749,2369272,139601,1.0,1,-410.0,-417.0,31576.86,31576.86
750,2594487,132917,1.0,12,-29.0,-35.0,10693.8,10693.8
751,1365156,115314,0.0,5,-71.0,-69.0,6562.89,6562.89
752,1288940,121523,1.0,6,-735.0,-783.0,6106.455,6106.455
753,2671413,189162,1.0,11,-1830.0,-1858.0,2423.97,2423.97
754,1911309,130748,1.0,13,-585.0,-587.0,53029.935,53029.935
755,2118328,147824,0.0,7,-288.0,-288.0,93325.5,93325.5
756,1305122,180575,0.0,57,-1676.0,-1681.0,3375.0,3375.0
757,1011882,129667,0.0,16,-912.0,-917.0,6875.82,6875.82
758,1597029,164059,1.0,5,-2198.0,-2242.0,1804.14,1804.14
759,2552319,158347,1.0,2,-211.0,-228.0,16721.325,16721.325
760,1923058,145851,1.0,11,-425.0,-427.0,9562.5,9562.5
761,2064832,146042,1.0,3,-466.0,-468.0,39087.45,39087.45
762,2115794,133972,1.0,9,-831.0,-829.0,53206.74,46860.66
763,2016037,120556,1.0,13,-302.0,-308.0,26271.0,26271.0
764,2526049,173071,0.0,24,-262.0,-262.0,138.735,138.735
765,2481937,163216,0.0,16,-275.0,-275.0,99.045,99.045
766,2022677,173983,1.0,4,-705.0,-714.0,5527.08,5527.08
767,1312063,117044,0.0,6,-202.0,-202.0,1386.945,1386.945
768,1007398,186856,0.0,33,-1882.0,-1899.0,5625.0,5625.0
769,2291079,118607,1.0,2,-126.0,-129.0,28269.09,28269.09
770,2387445,172306,0.0,27,-848.0,-848.0,194.58,194.58
771,1054701,129860,0.0,62,-1417.0,-1417.0,167.265,167.265
772,1017439,105421,0.0,41,-455.0,-455.0,19.44,19.44
773,2523699,183802,1.0,9,-493.0,-524.0,21268.26,21268.26
774,2497420,105737,1.0,3,-2672.0,-2672.0,25184.79,25184.79
775,2798175,136696,0.0,46,-334.0,-334.0,13938.84,13938.84
